1 2 A0C1 A0C1reseq A0C2 A0C2reseq e4 e5 e6 3 3reseq 4 5a 6 7 8 9 10 11 12 13 14 15 16 59 e7 e8 e9 17 18 A24C1 A24C1reseq A24C2 A24C2reseq e1 e2 e3
C7_00490C_A|732 47 295 1939 6185 2362 5270 4717 958 667 3878 5614 3234 1002 1713 1128 1229 2273 1659 177 602 534 185 56 127 425 71 47 81 45 27 100 82 227 106 217 817 1029
C7_00500W_A|471 0 0 2 7 7 13 3 2 0 2 0 3 3 0 1 1 2 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MSTRG.11735.1|650|x|C7_00510W_A-T|Ca22chr7A_C_albicans_SC5314|calb 1 6 8 22 13 37 70 12 8 30 47 14 8 12 8 13 11 10 4 2 5 0 1 0 0 2 0 1 0 0 0 0 2 3 0 3 3
C7_00510W_A|1296 30 213 1022 3451 1416 3221 9077 1996 1895 2717 3585 2729 1203 1408 1836 1851 5465 3927 388 879 606 1052 589 695 2273 287 254 299 462 201 1118 1125 1876 920 523 4305 4631
MSTRG.11737.1|331|x|C7_00510W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 1 0 1 1 1 2 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
C7_00520W_A|3276 109 770 3584 11854 4817 10835 17125 3479 2882 8029 11094 7334 2171 2034 2516 2720 5734 4967 1424 2640 1788 2616 1324 1874 5938 967 761 896 1162 584 2511 2786 4159 1947 1832 13435 12766
MSTRG.11739.1|201|x|C7_00520W_A-T|Ca22chr7A_C_albicans_SC5314|calb 1 0 0 1 0 2 9 1 0 1 2 2 0 1 0 0 2 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 6 3
C7_00530C_A|534 5 14 94 331 105 234 2732 506 423 447 573 430 241 338 144 155 584 908 422 400 546 1552 546 534 4597 244 148 173 358 139 1216 1359 1529 707 524 2604 3383
C7_00540W_A|114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MSTRG.11742.1|208|x|C7_00540W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
MSTRG.11743.1|394|x|C7_00550C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
C7_00550C_A|2400 65 529 2604 8810 3184 7570 16636 3191 2657 10226 14227 9078 2695 3402 2713 3147 7316 6837 1260 3043 2120 3069 1352 2033 5071 1160 892 1087 1043 579 2256 2317 3561 1605 2383 15561 12608
C7_00560C_A|807 9 38 278 820 258 582 2883 496 460 932 1368 961 351 411 214 282 775 787 241 346 369 544 195 303 1171 167 122 127 145 94 297 310 398 207 401 1829 2190
C7_00570W_A|3501 50 406 1980 6372 2693 5941 16064 3349 2426 11514 15591 10407 2116 3223 2414 2927 7033 6067 777 2120 1434 2666 1217 2250 5333 938 717 1005 866 494 2149 2422 3556 1600 1944 15765 13357
C7_00580C_A|681 16 47 287 959 287 693 1180 226 227 895 1246 781 448 494 417 487 1174 1288 275 446 416 694 230 307 1532 83 61 88 158 84 375 372 432 247 261 1248 1346
MSTRG.11748.1|273|x|C7_00580C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 2 8 22 9 30 493 140 244 8 13 14 7 10 14 10 20 14 11 34 21 15 7 12 35 4 6 5 11 4 11 10 23 11 13 102 5
C7_00590W_A|975 13 79 449 1484 490 1095 2363 565 900 821 1080 754 329 474 367 388 989 769 182 275 302 391 139 201 867 80 62 98 124 66 330 376 514 234 270 1532 1722
C7_00600C_A|1356 23 119 926 2873 1006 2229 4656 977 972 1867 2501 1539 676 1100 762 909 2041 1717 612 1062 902 1840 601 714 3889 374 264 315 414 217 1242 1339 1732 820 944 4882 5082
MSTRG.11751.1|208|x|C7_00600C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
C7_00610C_A|1791 30 137 517 1719 719 1589 4841 961 872 2084 2788 1874 677 994 1124 1106 2720 2594 671 1141 1013 1411 647 914 2430 244 195 235 543 305 1091 1182 1736 849 577 3877 3338
C7_00620W_A|2178 229 1600 7503 25251 9015 20778 30724 6352 4912 20743 28980 20162 6535 4567 4199 4675 12864 11586 1265 2962 2066 1857 834 1238 3833 876 694 876 767 448 1671 1798 2804 1322 2178 12805 10742
C7_00630C_A|1840 2 19 25 97 33 111 49 9 5 562 806 414 130 686 625 872 444 253 443 1907 1042 3329 1781 2778 5138 176 292 278 1365 782 2276 2349 3445 1561 3455 14472 16579
C7_00640C_A|327 0 0 0 0 1 3 6 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 4 2 1 3 3 0 1 0 0
MSTRG.11756.1|1216|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 0 1 6 0 0 22 2 3 1 1 0 0 1 2 2 0 1 0 0 2 0 0 0 0 0 0 0 3 0 3 8 3 0 0 5 23
MSTRG.11757.1|484|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 1 0 2 1 0 1 7 0 1 0 11 3 19 17 2 2 2 11 1
MSTRG.11758.1|2003|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 0 1 6 5 2 58 13 14 5 11 12 4 4 6 7 5 1 4 4 5 8 6 1 51 0 0 0 26 8 48 59 41 21 19 57 59
MSTRG.11759.1|281|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MSTRG.11760.1|2348|u|NA|Ca22chr7A_C_albicans_SC5314|calb 12 76 266 946 258 551 10172 1741 982 1410 1883 1138 582 966 415 527 1263 1371 5084 5519 5867 13633 4352 4206 13025 4829 3710 2877 3123 1704 5423 5973 6199 2840 6049 27256 24481
MSTRG.11761.1|864|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 2 7 59 9 8 0 4 0 1 0 0 0 2 2 0 10 5 18 5 13 0 29 14 18 1 2 25 31 53 30 50 371 1171
MSTRG.11762.1|1277|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 8 1 7 0 0 0 0 0 1 1 1 1 2 0 2 31 7 18 32 0 0 0 2 2 1 3 0 0 0 1 0
MSTRG.11763.1|1046|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 1 0 0 0 0 2 0 3 0 0 0 0 0 1 0 2 1 0 0 1 5 0 4 13 0 0 0 1 0 2 3 1 1 0 0 0
C7_00650W_A|366 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 7 0 0 0 0 0 0 0 0 0 0 0 0
MSTRG.11765.1|732|x|C7_00650W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 5 0 0 15 3 2 3 4 5 0 1 1 1 0 2 1 1 1 5 7 4 17 0 2 0 3 1 8 5 7 2 0 2 9
MSTRG.11766.1|738|x|C7_00660W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 8 0 1 3 1 0 3 4 2 1 1 3 1 0 1 0 1 0 2 2 0 0 1 0 1 0 0 3 4 7 6 0 6 20
C7_00660W_A|2016 39 293 727 2454 995 2295 7782 2061 2115 1807 2563 1762 636 1236 2153 2282 5138 4848 1340 2790 1977 6801 3285 5311 11880 672 553 704 1589 794 2360 2699 3349 1618 718 6185 4657
MSTRG.11768.1|2546|x|C7_00660W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 1 7 25 18 42 214 48 39 30 61 43 30 33 21 27 57 112 95 61 108 505 178 226 803 38 27 49 96 46 646 755 751 355 81 441 1152
MSTRG.11770.1|955|u|NA|Ca22chr7A_C_albicans_SC5314|calb 83 529 1243 4294 1417 3142 5728 926 821 4759 7281 5628 5007 4479 2566 2607 6220 9718 1350 1725 3755 3171 1675 1286 4426 478 586 212 2125 868 3039 3108 2628 1147 648 1838 3480
MSTRG.11771.1|816|x|C7_00670C_A-T|Ca22chr7A_C_albicans_SC5314|calb 173 1035 3292 11886 2759 6791 32869 4662 4059 8547 11962 15263 12260 6482 3713 4311 10093 17781 10417 7933 16211 9574 4803 3712 19754 3240 2447 801 6153 3171 8485 9354 8889 4243 2828 8639 20232
C7_00670C_A|3402 63 479 1891 6494 2518 5760 2940 572 447 3149 4189 2224 903 1031 1404 1599 2695 2464 414 876 670 516 301 382 950 115 105 67 391 196 975 997 1275 601 226 1311 1566
MSTRG.11773.1|268|x|C7_00670C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
C7_00680W_A|642 14 85 536 1690 501 1121 707 121 121 446 639 457 395 302 247 273 434 541 142 207 285 246 92 96 626 45 45 30 74 32 273 277 289 130 187 524 1026
MSTRG.11775.1|303|x|C7_00690W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 2 0 2 1 15 1 2 2 1 2 1 1 0 1 0 1 0 0 1 1 0 3 1 0 1 1 0 0 3 3 7 7 1 11 23
C7_00690W_A|804 18 113 455 1620 422 978 5097 882 621 1989 2816 2919 1505 1263 677 841 1737 2135 220 446 526 1057 373 627 1770 390 296 243 290 179 561 642 681 314 718 3721 3342
MSTRG.11777.1|623|x|C7_00690W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 4 0 1 3 2 4 0 1 0 1 0 3 0 2 2 14 4 1 7 0 0 0 3 0 7 5 13 6 0 4 0
MSTRG.11778.1|405|x|C7_00700W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 1 1 2 1 1 0 2 1 0 2 1 0 0 3 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4
C7_00700W_A|381 81 615 3129 10604 2619 6017 14493 2601 2035 15294 21994 12026 7515 6862 2400 3071 12303 17696 3637 3545 5021 4711 1658 1906 9481 402 403 263 1112 540 2552 2675 3037 1389 1233 4360 5762
MSTRG.11780.1|2984|x|C7_00710W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 5 29 13 33 59 8 5 14 21 19 14 5 1 3 13 10 1 5 3 36 12 21 88 0 2 0 8 7 25 18 17 15 4 19 102
C7_00710W_A|276 609 3183 31216 106313 31443 72797 101013 17825 15927 46904 67510 54641 37372 17546 9212 9861 24836 53666 12115 11405 18129 24052 8751 10220 69352 2906 2240 3205 5440 2581 21397 22967 28236 13738 14002 48348 76367
C7_00720W_A|1707 57 350 2286 7849 2458 5825 9864 1861 1622 2696 3881 3269 1493 1371 1464 1618 2812 2450 608 1128 830 2354 940 1329 5728 539 458 472 658 361 2378 2497 2780 1303 999 5965 6882
MSTRG.11783.1|1412|x|C7_00720W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 2 6 0 2 5 0 0 1 3 1 0 0 0 1 2 1 2 2 3 3 2 2 4 0 1 0 4 0 1 4 2 1 0 8 0
C7_00730W_A|522 104 570 2472 8451 1857 4402 28661 5092 4780 8210 11781 8850 4152 3588 2873 2896 9475 11677 3160 3613 4220 11372 4370 4585 18243 1540 1211 1047 2422 934 4186 4364 3843 1797 1802 9831 7817
MSTRG.11786.1|1063|x|C7_00730W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 3 8 1 6 46 7 10 6 11 5 3 3 4 1 6 9 1 0 2 10 2 0 4 0 1 0 0 0 4 7 7 3 7 11 68
MSTRG.11787.1|253|x|C7_00740W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 1 3 9 1 0 5 0
C7_00740W_A|5772 27 150 471 1663 757 1691 3488 862 755 1604 2169 1167 481 746 1779 1865 2084 2426 859 1535 995 2794 1849 2104 5315 171 135 139 1376 694 2926 3037 4007 1821 356 3031 2520
MSTRG.11789.1|1090|x|C7_00750W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 2 26 80 37 89 55 15 10 42 64 58 43 63 38 43 67 129 134 97 111 136 74 63 378 19 30 8 65 37 307 317 264 154 41 288 359
C7_00750W_A|384 97 508 2878 9731 3161 7249 3077 645 622 6611 9852 4336 5433 4396 1709 1796 4302 5820 2105 1464 3295 1895 884 765 5430 252 349 153 1251 539 6029 6474 4979 2316 856 2385 6300
C7_00760C_A|510 0 2 46 214 77 170 43 20 22 29 34 21 19 16 17 18 27 93 226 110 114 222 95 106 777 12 17 17 58 17 818 906 638 255 104 310 523
MSTRG.11792.1|1018|x|C7_00760C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 2 1 0 0 0 2 1 1 0 0 0 1 1 0 1 11 5 3 15 0 0 1 1 1 3 0 2 1 0 5 5
C7_00770W_A|903 3 7 12 61 18 52 358 81 68 90 124 53 22 25 33 30 92 150 102 123 170 1357 486 666 2813 532 369 170 451 181 933 1101 1029 487 491 2678 4220
MSTRG.11794.1|1295|x|C7_00770W_A-T|Ca22chr7A_C_albicans_SC5314|calb 1 4 17 50 22 53 179 36 22 73 98 59 27 19 18 15 42 48 18 16 29 31 13 24 54 8 7 6 42 16 138 130 101 53 27 117 123
C7_00780W_A|2295 18 138 790 2461 728 1775 4200 816 630 2351 3289 2098 767 801 742 903 2133 1991 244 614 474 997 518 694 1995 249 206 178 429 230 1148 1325 1489 742 354 2446 3178
MSTRG.11797.1|583|x|C7_00790W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 1 0 0 2 2 3 0 0 5 5 3 6 5 0 2 1 5 0 3 1 1 0 0 4 0 0 0 1 0 4 10 13 6 1 0 0
C7_00790W_A|2394 11 93 442 1621 636 1481 1059 249 226 553 813 441 217 318 664 766 640 664 364 662 487 688 382 466 1520 93 89 49 411 261 1794 1845 1766 873 222 1223 1797
C7_00800C_A|543 5 13 98 330 99 198 2240 416 413 345 454 430 210 153 184 187 464 604 140 152 175 481 202 232 1058 95 62 60 158 86 622 615 656 311 159 1091 1137
MSTRG.11800.1|662|x|C7_00800C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 5 25 67 40 71 56 15 14 29 37 37 23 27 40 38 51 56 35 36 50 85 35 59 218 7 6 7 30 20 166 166 239 97 13 80 209
MSTRG.11801.1|460|x|C7_00810W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
C7_00810W_A|1281 9 82 408 1392 540 1190 2557 520 431 1364 1781 1148 463 496 566 634 1152 1177 386 669 566 1313 556 656 2438 192 155 159 466 259 1609 1696 1817 908 415 2881 3451
MSTRG.11803.1|392|x|C7_00810W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 1 4 1 1 2 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 7 6 6 2 0 0 12
C7_00820W_A|1092 44 233 1020 3565 1223 2740 4337 752 629 2161 2933 1613 1026 918 733 757 1744 1824 560 754 925 1813 661 671 3898 293 258 214 467 278 1299 1390 1438 663 551 2811 3541
MSTRG.11805.1|391|x|C7_00830C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 1 0 1 0 0 0 2 0 1 1 0 0 0 1 2 0 0 1 0 0 0 0 0 0 0 0 0 4 5 1 0 0 0 0
C7_00830C_A|2307 21 219 787 2680 1340 3194 2970 715 486 2041 2825 1736 647 561 1336 1588 2775 2719 495 1004 681 1495 910 1027 3209 137 117 111 810 458 2052 2259 3010 1356 301 2425 2950
MSTRG.11807.1|346|x|C7_00830C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
MSTRG.11808.1|560|x|C7_00840C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 3 0 1 1 1 2 0 1 0 0 1 0 0 1 2 0 0 0 3 0 0 8 0 0 0 0 0 4 10 11 3 1 5 10
C7_00840C_A|3231 3 38 200 623 189 449 389 93 64 412 588 349 161 148 243 290 329 374 78 125 104 334 211 206 876 24 31 30 180 115 638 642 723 335 60 561 838
MSTRG.11811.1|734|x|C7_00840C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 1 0 1 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 5 0 0 0 0 0
MSTRG.11812.1|709|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 3 8 43 23 70 71 8 9 40 46 26 8 8 17 17 17 29 9 21 7 42 36 23 76 5 1 3 14 10 101 89 112 40 14 91 145
MSTRG.11813.1|431|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 10 0 0 0 0 0 5 5 0 0 0 0 0
MSTRG.11814.1|927|x|C7_00850W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 1 0 0 2 1 0 0 1 0 0 4 4 1 0 0 3 0 0 9 0 0 0 0 1 2 1 12 7 2 2 13
C7_00850W_A|3012 2 13 99 336 127 319 773 157 178 352 493 280 165 338 513 560 569 599 179 343 208 649 334 378 1330 80 42 46 373 181 1247 1329 1412 676 147 826 1195
MSTRG.11816.1|3241|x|C7_00850W_A-T|Ca22chr7A_C_albicans_SC5314|calb 5 49 308 996 332 701 2842 570 424 109 153 130 261 329 178 150 324 623 364 252 399 581 229 220 1628 21 39 29 101 62 638 676 702 314 136 325 861
C7_00860W_A|705 160 985 1268 4301 1334 3277 12463 2292 1823 9826 13704 8352 3744 6154 5528 5396 16883 19358 3475 6063 7025 4063 1847 2455 4184 729 719 438 2421 1321 1569 1677 1926 903 1232 5303 4616
MSTRG.11820.1|1834|x|C7_00860W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 3 5 5 11 13 2 3 10 7 6 21 11 3 5 11 12 24 20 18 29 21 14 77 5 1 6 18 9 20 28 59 28 9 34 43
C7_00870W_A|1833 0 10 34 115 25 84 254 62 64 120 152 92 72 185 254 288 303 239 171 227 201 444 189 191 835 64 58 39 183 81 475 512 614 303 132 543 927
C7_00880C_A|2757 1 8 59 174 38 79 660 174 163 343 471 262 92 135 270 254 603 615 180 300 244 1099 567 793 2293 68 34 58 402 216 1178 1159 1463 756 108 1169 1403
MSTRG.11823.1|300|x|C7_00880C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
MSTRG.11824.1|4573|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 2 7 5 5 8 107 25 33 46 47 25 18 13 36 32 97 116 47 47 64 333 161 190 703 12 10 7 211 71 488 529 529 231 28 186 320
MSTRG.11825.1|2617|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 1 0 0 5 14 21 6 5 0 3 3 0 3 4 5 1 11 21 8 14 66 26 22 137 4 6 2 33 12 116 108 142 60 8 25 8
MSTRG.11826.1|585|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 4 0 0 6 0 1 1 2 0 0 0 1 1 0 2 0 0 0 4 4 0 0 0 0 0 5 2 2 2 5 0 0 2 0
MSTRG.11827.1|880|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 0 1 0 1 3 1 0 1 1 0 0 2 0 0 0 1 5 0 0 1 11 11 16 21 0 0 0 6 2 7 11 21 10 1 4 16
MSTRG.11829.1|502|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 3 14 5 2 10 4 4 0 4 4 0 0 1 9 11 23 5 7 5 47
MSTRG.11830.1|1570|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 1 1 4 3 5 24 2 7 12 13 7 10 15 1 3 22 24 65 56 93 42 11 16 65 5 5 5 17 10 21 36 57 27 13 20 5
MSTRG.11831.1|622|x|C7_00890C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 1 3 0 2 3 0 0 1 0 1 0 1 2 0 0 1 0 2 1 10 6 1 13 0 0 0 2 1 12 9 3 3 0 5 0
C7_00890C_A|789 64 533 2981 10305 3474 8195 10427 2096 1762 5287 7430 5054 1867 1205 1330 1451 3675 4047 983 1400 1266 3451 1510 2056 8048 490 369 436 1012 555 2879 3001 4343 2086 1159 7489 8269
MSTRG.11832.1|213|x|C7_00890C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 1 0 0 1 3 0 1 1 0 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 2 1 2 1 0 1 0
MSTRG.11833.1|280|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 4 2 2 2 2 0 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 4 1 2 2 0 1 0
C7_00900W_A|309 2 0 0 1 2 5 7 2 0 1 2 3 1 1 2 0 0 2 10 1 2 5 0 2 15 0 0 0 2 0 1 4 16 6 1 3 14
C7_00910C_A|1182 13 121 635 2126 716 1601 2437 456 321 811 1161 886 468 266 293 340 652 805 171 218 218 583 210 228 1234 145 107 90 283 123 616 641 840 357 284 1468 1859
MSTRG.11836.1|435|x|C7_00910C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 1 5 7 14 138 46 46 6 13 7 3 16 16 10 20 33 68 74 61 493 170 225 948 20 6 9 156 71 358 469 417 202 67 322 363
C7_00920C_A|1029 12 61 278 899 225 559 2047 350 393 833 1253 763 509 555 375 373 917 751 389 505 562 1083 348 418 2179 156 138 44 176 101 460 547 406 219 151 486 669
MSTRG.11838.1|2331|x|C7_00920C_A-T|Ca22chr7A_C_albicans_SC5314|calb 4 15 169 590 161 461 619 199 236 146 186 97 74 266 359 192 261 223 140 233 171 377 175 208 779 28 41 29 94 57 480 562 551 256 90 335 685
MSTRG.11839.1|2575|x|C7_00930W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 6 150 20 46 5 13 5 3 5 5 5 19 17 9 5 8 55 21 32 139 4 1 0 11 2 17 14 21 7 5 14 31
C7_00930W_A|2703 349 2348 9594 31964 11119 24895 92062 22860 32606 23995 33617 17468 8848 30962 30916 29840 55728 47863 15292 33431 24694 35935 15066 23281 61817 6401 5097 5514 11690 6255 21367 22264 30301 14120 10794 69191 51625
MSTRG.11841.1|921|x|C7_00930W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 6 1 7 18 3 2 5 3 3 0 3 2 0 2 3 1 2 1 5 1 1 0 1 1 0 1 1 6 9 4 4 4 18 54
C7_00940W_A|2109 47 328 1423 4888 1750 4044 6222 1211 1078 6611 9367 5122 2144 3206 2243 2606 5815 6777 3077 4359 4043 6996 2676 3869 12799 1734 1468 1482 2503 1371 4493 4857 6821 3306 2956 14982 13989
MSTRG.11843.1|603|x|C7_00940W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 1 3 15 6 10 9 3 2 6 9 10 4 0 0 1 0 6 1 0 1 4 1 0 6 0 0 0 1 0 5 4 3 0 2 11 4
C7_00950W_A|837 37 192 1266 4195 1504 3680 6979 1385 1159 3734 5215 3877 1794 881 804 884 4366 5309 625 805 738 1817 688 897 4443 349 260 325 597 309 1719 1815 2293 1118 871 4639 5734
MSTRG.11845.1|270|x|C7_00950W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 2 2 3 2 6 0 0 0 0
MSTRG.11846.1|723|x|C7_00960W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 1 15 11 29 50 12 2 10 15 24 8 6 1 4 4 16 1 2 2 0 2 1 0 1 2 2 1 0 1 2 6 0 3 14 87
C7_00960W_A|866 1382 7386 52326 177336 55670 126936 213633 39326 32354 124487 177935 119233 69708 38918 18791 19436 56074 103176 16784 20173 26422 39935 11996 16512 97893 4648 3889 6297 4810 2319 13766 14684 19935 9270 19965 77703 86994
MSTRG.11848.1|1735|x|C7_00960W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 5 32 115 39 76 210 25 20 36 52 59 21 20 8 14 36 56 35 46 39 68 23 28 136 4 10 6 25 12 65 80 87 44 25 89 128
C7_00970C_A|1008 9 68 287 876 322 687 4430 726 398 2396 3381 2008 1160 1624 1474 1577 9338 10555 529 1024 1159 1261 577 654 2595 363 241 282 979 575 1494 1596 2497 1202 819 4968 4022
MSTRG.11851.1|232|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 0 2 2 1 4 12 0 0 0 1 0 0 0 0 0 2 3 1 0 0 1 0 1 0 0 0 0 0 0 0 0 9 4 0 0 0
MSTRG.11852.1|868|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 3 7 12 5 14 28 7 6 10 10 6 5 5 2 9 38 54 11 6 7 23 1 1 26 0 1 2 2 3 23 22 35 29 3 10 23
MSTRG.11853.1|429|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 1 0 0 4 1 0 0 1 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MSTRG.11854.1|802|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 7 24 91 36 78 17 4 4 4 7 5 7 4 1 1 5 6 0 0 2 14 1 3 48 1 0 0 3 0 5 3 6 2 0 2 0
MSTRG.11855.1|436|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 1 0 2 3 9 25 4 1 15 16 7 3 2 4 2 15 18 0 0 1 6 6 1 0 0 1 0 0 0 6 8 13 4 1 4 0
C7_00980W_A|1989 75 346 1847 6082 2010 4606 7314 1567 1577 3060 4155 2862 1327 1716 1615 1702 3750 3592 1032 2039 1324 3735 1948 2913 7061 720 559 685 1370 706 2895 3185 3506 1733 1481 11473 7965
MSTRG.11857.1|657|x|C7_00980W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 6 17 11 18 47 8 7 3 7 5 9 4 1 2 3 11 0 0 3 6 1 1 35 2 3 3 4 5 32 48 60 34 1 26 149
C7_00990W_A|939 1866 13066 51994 174986 73978 166393 167123 35912 25165 174070 235820 154855 51649 30556 31615 33097 106212 104658 10202 18520 16140 14378 5994 10014 24152 3035 2592 3956 3618 2191 6416 6951 11689 5616 10215 51325 51323
C7_01000C_A|423 0 3 10 37 13 48 43 7 3 18 23 19 1 3 1 2 15 3 0 1 1 1 0 0 0 0 0 1 0 0 7 11 3 0 3 4 20
MSTRG.11861.1|220|x|C7_00990W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 1 0 0 0 0 0 0 4 2 3 1 2 1 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
C7_01010W_A|1230 1 9 15 46 14 62 157 30 35 52 71 39 13 9 15 11 45 33 1 4 9 17 3 2 33 1 1 3 10 6 17 15 25 13 2 22 16
