orf19.6103	CAWG_01357	CD36_00100	CTRG1_04282	CTRG_04282	---	---	---	---	---	DEHA2A13332g	PICST_28175	CANTEDRAFT_114386	SPAPADRAFT_53067	PGUG_01091	CLUG_03452	B9J08_001269	YER046W
orf19.415	CAWG_00852	CD36_05210	CTRG1_04550	CTRG_04550	CPAR2_107650	CMET_5456	CORT1B08840	CORT0B08840	LELG_01735	DEHA2E07876g	PICST_37814	CANTEDRAFT_112914	SPAPADRAFT_58578	PGUG_05509	CLUG_03360	B9J08_003697	YGR235C
orf19.7482	CAWG_01412	CD36_25640	CTRG1_01022	CTRG_01022	CPAR2_803740	CMET_4688	CORT1A03760	CORT0A03760	LELG_00467	---	---	---	---	---	---	---	---
orf19.7481	CAWG_01413	CD36_25650	CTRG1_01021	CTRG_01021	CPAR2_803750	CMET_4689	CORT1A03770	CORT0A03770	LELG_00466	DEHA2B02596g	PICST_40132	CANTEDRAFT_116810	SPAPADRAFT_59988	PGUG_02540	CLUG_04354	B9J08_000694	YOL126C
orf19.7480	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.7479	CAWG_01415	CD36_25660	CTRG1_01020	CTRG_01020	CPAR2_803760	CMET_4690	CORT1A03780	CORT0A03780	LELG_00465	DEHA2B02618g	PICST_64968	CANTEDRAFT_132431	SPAPADRAFT_70652	PGUG_02561	CLUG_04351	B9J08_000695	YDR001C
orf19.7478	CAWG_01416	CD36_25670	CTRG1_01016	CTRG_01016	CPAR2_803770	CMET_4691	CORT1A03790	CORT0A03790	LELG_00499	DEHA2B02640g	PICST_86778	CANTEDRAFT_111901	SPAPADRAFT_59987	PGUG_02562	CLUG_04350	B9J08_000696	YBR003W
orf19.7477	CAWG_01417	CD36_25680	CTRG1_01017	CTRG_01017	CPAR2_803780	CMET_4692	CORT1A03800	CORT0A03800	LELG_00500	DEHA2B02552g	PICST_80880	CANTEDRAFT_111305	SPAPADRAFT_59985	PGUG_02542	CLUG_04356	B9J08_000692	YDR002W
orf19.7475	CAWG_01418	CD36_25690	CTRG1_01018	CTRG_01018	CPAR2_803790	CMET_4693	CORT1A03810	CORT0A03810	LELG_00501	DEHA2B02530g	PICST_81069	CANTEDRAFT_128317	SPAPADRAFT_135083	PGUG_02543	CLUG_04357	B9J08_000691	YGR233C
orf19.7473	CAWG_01419	CD36_25700	CTRG1_01019	CTRG_01019	CPAR2_803800	CMET_4694	CORT1A03820	CORT0A03820	LELG_00502	DEHA2B02508g	PICST_53654	CANTEDRAFT_128320	SPAPADRAFT_59978	PGUG_02544	CLUG_04358	B9J08_000690	YDL146W
orf19.7472	CAWG_01420	CD36_25710	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.7469	CAWG_01421	CD36_25720	CTRG1_01005	CTRG_01005	CPAR2_804120	CMET_4719	CORT1A04110	CORT0A04110	LELG_00525	DEHA2B02420g	PICST_34492	CANTEDRAFT_116817	SPAPADRAFT_59976	PGUG_00055	CLUG_04362	B9J08_000686	YOL058W
orf19.414	CAWG_00851	CD36_05220	CTRG1_04551	CTRG_04551	CPAR2_107640	CMET_5455	CORT1B08830	CORT0B08830	LELG_01734	DEHA2E07898g	PICST_86479	CANTEDRAFT_97113	SPAPADRAFT_133096	PGUG_05508	CLUG_03359	B9J08_003696	YKL155C
orf19.7468	CAWG_01422	CD36_25730	CTRG1_01006	CTRG_01006	CPAR2_804070	CMET_4718	CORT1A04100	CORT0A04100	LELG_00526	DEHA2B02376g	PICST_80923	CANTEDRAFT_132440	SPAPADRAFT_59975	PGUG_00056	CLUG_04364	B9J08_000684	YIL056W
orf19.7466	CAWG_01423	CD36_25740	CTRG1_01007	CTRG_01007	CPAR2_804060	---	CORT1A04090	CORT0A04090	LELG_00527	DEHA2B05764g	PICST_81158	CANTEDRAFT_125826	SPAPADRAFT_134536	PGUG_00805	CLUG_03660	B9J08_001018	YNR016C
orf19.7464	CAWG_01424	CD36_25750	CTRG1_01009	CTRG_01009	CPAR2_804050	CMET_4717	CORT1A04080	CORT0A04080	---	---	---	---	SPAPADRAFT_134783	---	---	---	---
orf19.7463	CAWG_01425	CD36_25760	CTRG1_01010	CTRG_01010	CPAR2_804040	---	CORT1A04070	CORT0A04070	LELG_04877	DEHA2B05786g	PICST_28842	CANTEDRAFT_99249	SPAPADRAFT_156901	PGUG_00804	CLUG_03659	B9J08_001019	YCR045C
orf19.7460	CAWG_01426	CD36_25770	CTRG1_01011	CTRG_01011	CPAR2_802480	CMET_4561	CORT1A02530	CORT0A02530	LELG_00231	DEHA2E17446g	PICST_32922	CANTEDRAFT_111474	SPAPADRAFT_70629	PGUG_03255	CLUG_03052	B9J08_002153	YOL125W
orf19.3287	CAWG_01427	CD36_25780	CTRG1_01012	CTRG_01012	CPAR2_802490	CMET_4562	CORT1A02540	CORT0A02540	LELG_00230	DEHA2E17424g	PICST_36730	CANTEDRAFT_136703	SPAPADRAFT_49570	PGUG_03254	CLUG_03051	B9J08_002154	YMR014W
orf19.3286	CAWG_01428	CD36_25790	CTRG1_01013	CTRG_01013	CPAR2_802500	CMET_4563	CORT1A02550	CORT0A02550	LELG_00229	DEHA2E17402g	PICST_48346	CANTEDRAFT_110157	SPAPADRAFT_133564	PGUG_03253	CLUG_03050	B9J08_002155	YDR221W
orf19.3285	CAWG_01429	CD36_25800	CTRG1_01014	CTRG_01014	---	---	---	---	---	DEHA2E17380g	PICST_62836	CANTEDRAFT_116265	SPAPADRAFT_59967	PGUG_03252	CLUG_03049	B9J08_002156	---
orf19.3283	CAWG_01430	CD36_25810	CTRG1_01002	CTRG_01002	CPAR2_802510	CMET_4564	CORT1A02560	CORT0A02560	LELG_00228	DEHA2E17358g	PICST_49034	CANTEDRAFT_127228	---	PGUG_03250	CLUG_03048	B9J08_002157	YKL055C
orf19.3284	CAWG_01431	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.413.1	CAWG_00850	CD36_05230	CTRG1_04552	CTRG_04552	CPAR2_107630	CMET_5454	CORT1B08820	CORT0B08820	LELG_01733	DEHA2E07920g	PICST_66384	CANTEDRAFT_112911	SPAPADRAFT_53630	cgui_CGOB_00019	CLUG_01487	---	YKL156W
orf19.3282	---	CD36_25820	CTRG1_00993	CTRG_00993	CPAR2_206280	CMET_2953	CORT1A05620	CORT0A05620	LELG_00491	DEHA2C02706g	PICST_53825	---	SPAPADRAFT_59969	PGUG_05195	---	---	---
orf19.3281	CAWG_01433	CD36_25830	CTRG1_01004	CTRG_01004	CPAR2_804110	CMET_4720	CORT1A04120	CORT0A04120	LELG_00524	DEHA2B02464g	PICST_53771	CANTEDRAFT_116816	SPAPADRAFT_49589	PGUG_00053	CLUG_04360	B9J08_000688	YER051W
orf19.3279	CAWG_01434	CD36_25840	---	---	---	---	---	---	---	---	---	---	SPAPADRAFT_68371	---	---	---	---
orf19.3280	CAWG_01435	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.3278	CAWG_01436	CD36_25850	CTRG1_01001	CTRG_01001	CPAR2_206270	CMET_2954	CORT1A05610	CORT0A05610	LELG_00490	DEHA2B05896g	PICST_81231	CANTEDRAFT_131596	SPAPADRAFT_59970	PGUG_00799	CLUG_03653	B9J08_001025	YFR015C
orf19.3277	CAWG_01437	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.3276	CAWG_01438	CD36_25860	CTRG1_01000	CTRG_01000	CPAR2_803990	CMET_4712	CORT1A04020	CORT0A04020	LELG_00489	DEHA2B05874g	PICST_53071	CANTEDRAFT_107319	SPAPADRAFT_134625	PGUG_00800	CLUG_03654	B9J08_001024	YCR057C
orf19.3275	CAWG_01439	CD36_25870	CTRG1_00999	CTRG_00999	CPAR2_804000	CMET_4713	CORT1A04030	CORT0A04030	LELG_00488	DEHA2B05852g	PICST_28847	CANTEDRAFT_115661	SPAPADRAFT_149578	PGUG_00801	CLUG_03655	B9J08_001023	---
orf19.3273	---	CD36_25880	CTRG1_00998	CTRG_00998	CPAR2_804010	CMET_4714	CORT1A04040	CORT0A04040	LELG_00529	DEHA2B05830g	PICST_39512	CANTEDRAFT_99251	SPAPADRAFT_59973	PGUG_00802	CLUG_03656	B9J08_001022	YCR059C
orf19.3272	CAWG_01441	CD36_25890	CTRG1_00997	CTRG_00997	CPAR2_804020	CMET_4715	CORT1A04050	CORT0A04050	LELG_00528	DEHA2B05808g	PICST_40023	cten_CGOB_00111	SPAPADRAFT_134949	cgui_CGOB_00129	---	B9J08_001021	YCR060W
orf19.6052	CAWG_01317	CD36_00490	CTRG1_04372	CTRG_04372	CPAR2_110450	CMET_71	CORT1B11550	CORT0B11550	LELG_01325	DEHA2D09064g	psti_CGOB_00093	CANTEDRAFT_131332	SPAPADRAFT_132884	PGUG_04725	CLUG_04479	B9J08_003234	YBR155W
orf19.413	CAWG_00849	CD36_05240	CTRG1_04553	CTRG_04553	CPAR2_107620	CMET_5453	CORT1B08810	CORT0B08810	LELG_01732	DEHA2E07942g	PICST_28401	CANTEDRAFT_133479	SPAPADRAFT_64490	PGUG_05507	CLUG_03357	B9J08_003694	---
orf19.3271	CAWG_01442	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.3269	CAWG_01443	CD36_25900	CTRG1_00996	CTRG_00996	CPAR2_804030	CMET_4716	CORT1A04060	CORT0A04060	---	---	PICST_86938	CANTEDRAFT_125830	SPAPADRAFT_54663	PGUG_00803	CLUG_03658	B9J08_001020	---
orf19.3268	CAWG_01444	CD36_25910	CTRG1_00995	CTRG_00995	CPAR2_802460	CMET_4560	CORT1A02510	CORT0A02510	LELG_00232	DEHA2E17468g	PICST_79049	CANTEDRAFT_116263	SPAPADRAFT_59964	PGUG_03256	CLUG_03053	B9J08_002152	YKL056C
orf19.3267	CAWG_01445	CD36_25920	CTRG1_00994	CTRG_00994	CPAR2_800900	CMET_235	CORT1A00970	CORT0A00970	LELG_00139	DEHA2E17138g	PICST_90672	CANTEDRAFT_116272	SPAPADRAFT_135163	PGUG_03242	CLUG_03042	B9J08_003482	YDR126W
orf19.3266	CAWG_01446	CD36_25930	CTRG1_00989	CTRG_00989	CPAR2_800910	CMET_237	CORT1A00980	CORT0A00980	LELG_00140	DEHA2E17160g	PICST_36727	CANTEDRAFT_132053	SPAPADRAFT_59950	PGUG_03243	CLUG_03043	B9J08_003483	---
orf19.3265.1	wo-1_CGOB_00071	cdub_CGOB_00044	CTRG1_CGOB_00052	ctro_CGOB_00052	CPAR2_800920	CMET_238	CORT1A00990	CORT0A00990	lelo_CGOB_00045	DEHA2E17182g	psti_CGOB_00115	CANTEDRAFT_109948	spas_CGOB_00022	cgui_CGOB_00046	clus_CGOB_00072	B9J08_003484	---
orf19.3265	CAWG_01447	CD36_25950	CTRG1_00990	CTRG_00990	CPAR2_800940	CMET_240	CORT1A01010	CORT0A01010	LELG_00142	DEHA2E17204g	PICST_65944	CANTEDRAFT_110182	SPAPADRAFT_59952	PGUG_03244	CLUG_03044	B9J08_003485	YDR120C
orf19.3264.1	wo-1_CGOB_00084	cdub_CGOB_00062	CTRG1_CGOB_00116	ctro_CGOB_00116	CPAR2_800950	---	CORT1A01015	CORT0A01015	lelo_CGOB_00010	DEHA2E17226g	psti_CGOB_00188	CANTEDRAFT_116268	SPAPADRAFT_59953	PGUG_03245	clus_CGOB_00059	---	---
orf19.3264	CAWG_01448	CD36_25960	CTRG1_00991	CTRG_00991	CPAR2_800960	CMET_220	CORT1A01020	CORT0A01020	LELG_00143	DEHA2E17248g	PICST_32916	CANTEDRAFT_95674	SPAPADRAFT_59954	PGUG_03247	CLUG_03045	B9J08_003488	YKL011C
orf19.3263	CAWG_01449	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.412	CAWG_00848	CD36_05250	CTRG1_04554	CTRG_04554	CPAR2_107610	CMET_5452	CORT1B08800	CORT0B08800	LELG_01731	DEHA2D04202g	PICST_80530	CANTEDRAFT_121180	SPAPADRAFT_58567	PGUG_01576	CLUG_02218	B9J08_004157	YBR283C
orf19.3261	CAWG_01450	CD36_25970	CTRG1_00992	CTRG_00992	---	---	---	---	---	---	---	---	SPAPADRAFT_149525	---	---	---	---
orf19.3260	CAWG_01451	CD36_25980	CTRG1_00985	CTRG_00985	CPAR2_800750	CMET_244	CORT1A00830	CORT0A00830	LELG_00144	DEHA2E17292g	PICST_62046	cten_CGOB_00205	SPAPADRAFT_59958	PGUG_03248	CLUG_03046	B9J08_003489	YKL088W
orf19.3259	CAWG_01452	CD36_25990	CTRG1_00986	CTRG_00986	CPAR2_800740	CMET_245	CORT1A00820	CORT0A00820	LELG_00145	DEHA2E17314g	PICST_36729	CANTEDRAFT_116266	SPAPADRAFT_59959	PGUG_03249	CLUG_03047	B9J08_003490	YIR022W
orf19.3256	CAWG_01453	CD36_26000	CTRG1_00987	CTRG_00987	CPAR2_801470	CMET_4450	CORT1A01540	CORT0A01540	LELG_00147	DEHA2E17512g	PICST_84973	CANTEDRAFT_136699	SPAPADRAFT_134241	PGUG_03258	CLUG_03055	B9J08_002150	YIL147C
orf19.3255	CAWG_01454	CD36_26010	CTRG1_00988	CTRG_00988	CPAR2_800930	CMET_239	CORT1A01000	CORT0A01000	LELG_00141	DEHA2G20856g	psti_CGOB_00025	CANTEDRAFT_102627	SPAPADRAFT_142548	PGUG_03018	CLUG_01804	B9J08_004302	---
orf19.3254	CAWG_01455	CD36_26020	CTRG1_00984	CTRG_00984	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.3252	CAWG_01456	CD36_26030	CTRG1_00983	CTRG_00983	CPAR2_800890	CMET_234	CORT1A00960	CORT0A00960	LELG_00137	DEHA2E17028g	PICST_24259	CANTEDRAFT_136150	SPAPADRAFT_65645	PGUG_03240	CLUG_03038	B9J08_003479	YIR023W
orf19.3251	CAWG_01457	CD36_26040	CTRG1_00982	CTRG_00982	CPAR2_800880	CMET_233	CORT1A00950	CORT0A00950	LELG_00136	DEHA2E17006g	PICST_49017	CANTEDRAFT_125860	SPAPADRAFT_54639	PGUG_03239	CLUG_03037	B9J08_003478	YKL013C
orf19.3250	CAWG_01458	CD36_26050	CTRG1_00981	CTRG_00981	CPAR2_800870	CMET_232	CORT1A00940	CORT0A00940	LELG_00135	DEHA2E16984g	PICST_62786	CANTEDRAFT_107274	SPAPADRAFT_149506	PGUG_03238	CLUG_03036	B9J08_003477	YKL012W
orf19.3249	CAWG_01459	CD36_26060	CTRG1_00979	CTRG_00979	CPAR2_803230	CMET_4633	CORT1A03240	CORT0A03240	LELG_00162	DEHA2E19954g	PICST_32904	CANTEDRAFT_113057	SPAPADRAFT_59943	PGUG_05077	CLUG_05416	B9J08_004239	YHL003C
orf19.411	CAWG_00847	CD36_05260	CTRG1_04555	CTRG_04555	CPAR2_107600	CMET_5451	CORT1B08790	CORT0B08790	LELG_01730	DEHA2D04158g	PICST_28380	CANTEDRAFT_113692	SPAPADRAFT_58566	PGUG_01575	CLUG_02439	B9J08_005090	---
orf19.3248	CAWG_01460	CD36_26070	CTRG1_00978	CTRG_00978	CPAR2_803220	CMET_4634	CORT1A03250	CORT0A03250	LELG_00161	DEHA2E12694g	PICST_32871	CANTEDRAFT_131795	SPAPADRAFT_59942	PGUG_03362	CLUG_05220	B9J08_002999	---
orf19.3247	CAWG_01461	CD36_26080	CTRG1_00977	CTRG_00977	CPAR2_803210	CMET_4636	CORT1A03260	CORT0A03260	LELG_00160	DEHA2E12716g	PICST_61948	CANTEDRAFT_123748	SPAPADRAFT_134192	PGUG_03361	CLUG_05221	B9J08_002998	YJL207C
orf19.3245	CAWG_01462	CD36_26090	CTRG1_00969	CTRG_00969	CPAR2_801510	CMET_4454	CORT1A01580	CORT0A01580	LELG_00153	DEHA2F20548g	PICST_16628	CANTEDRAFT_137093	SPAPADRAFT_135095	PGUG_00312	CLUG_03950	B9J08_002641	---
orf19.3244	CAWG_01463	CD36_26100	CTRG1_00970	CTRG_00970	CPAR2_801520	CMET_4455	CORT1A01590	CORT0A01590	LELG_00154	DEHA2F20526g	PICST_50222	CANTEDRAFT_111501	SPAPADRAFT_59936	PGUG_00311	CLUG_03951	B9J08_002642	YHR116W
orf19.3243	CAWG_01464	CD36_26110	CTRG1_00971	CTRG_00971	CPAR2_801530	CMET_4456	CORT1A01600	CORT0A01600	LELG_00155	DEHA2E19404g	PICST_73416	CANTEDRAFT_97940	SPAPADRAFT_134434	PGUG_03422	CLUG_04939	B9J08_001442	YPR088C
orf19.3242	CAWG_01465	CD36_26120	CTRG1_00972	CTRG_00972	CPAR2_801540	CMET_4457	CORT1A01610	CORT0A01610	LELG_00156	DEHA2E20174g	PICST_7934	CANTEDRAFT_113051	SPAPADRAFT_59938	PGUG_05071	CLUG_05406	B9J08_004247	YDR167W
orf19.3241	CAWG_01466	CD36_26130	CTRG1_00973	CTRG_00973	CPAR2_801550	CMET_4458	CORT1A01620	CORT0A01620	LELG_00157	DEHA2E20152g	PICST_65933	CANTEDRAFT_102915	SPAPADRAFT_149476	PGUG_05069	CLUG_05408	B9J08_004246	YDR128W
orf19.3240	CAWG_01467	CD36_26140	CTRG1_00974	CTRG_00974	CPAR2_801560	CMET_4459	CORT1A01630	CORT0A01630	LELG_00158	DEHA2E20130g	PICST_61325	CANTEDRAFT_113050	SPAPADRAFT_59939	PGUG_05066	CLUG_05409	B9J08_004245	YLR100W
orf19.3239	CAWG_01468	CD36_26150	CTRG1_00975	CTRG_00975	CPAR2_803200	CMET_4637	CORT1A03270	CORT0A03270	LELG_00159	DEHA2E12496g	PICST_48947	CANTEDRAFT_126440	SPAPADRAFT_65637	PGUG_05709	CLUG_00838	B9J08_003896	YMR078C
orf19.3238	CAWG_01469	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.410.3	CAWG_00846	CD36_05270	CTRG1_04556	CTRG_04556	CPAR2_107590	CMET_5450	CORT1B08780	CORT0B08780	lelo_CGOB_00073	DEHA2D04180g	PICST_51333	CANTEDRAFT_113693	SPAPADRAFT_146462	cgui_CGOB_00098	CLUG_02220	B9J08_004158	YOL143C
orf19.3237	CAWG_01470	CD36_26160	CTRG1_00964	CTRG_00964	CPAR2_803260	CMET_4629	CORT1A03200	CORT0A03200	LELG_00167	DEHA2E20042g	PICST_32908	CANTEDRAFT_119595	SPAPADRAFT_149502	PGUG_05073	CLUG_05412	B9J08_004242	YKL010C
orf19.3235	CAWG_01471	CD36_26170	CTRG1_00965	CTRG_00965	CPAR2_803250	CMET_4630	CORT1A03210	CORT0A03210	LELG_00166	DEHA2E20020g	PICST_48821	CANTEDRAFT_113055	SPAPADRAFT_59946	PGUG_05074	CLUG_05413	B9J08_004241	YKL007W
orf19.3234.1	CAWG_01472	CD36_26180	CTRG1_00966	CTRG_00966	CPAR2_803245	---	CORT1A03220	CORT0A03220	LELG_00165	DEHA2E19998g	PICST_48995	CANTEDRAFT_97252	SPAPADRAFT_149498	PGUG_05075	CLUG_05414	---	YKL006C-A
orf19.3234	CAWG_01473	CD36_26190	CTRG1_01152	CTRG_01152	---	---	---	---	---	---	PICST_55621	---	SPAPADRAFT_60775	---	---	---	---
orf19.3233	CAWG_01474	CD36_26200	CTRG1_00967	CTRG_00967	CPAR2_803240	CMET_4631	CORT1A03230	CORT0A03230	LELG_00164	DEHA2E19976g	PICST_32905	CANTEDRAFT_113056	SPAPADRAFT_59944	PGUG_05076	CLUG_05415	B9J08_004240	YHL002W
orf19.3232	CAWG_01475	CD36_26230	CTRG1_00968	CTRG_00968	CPAR2_802720	CMET_4586	CORT1A02760	CORT0A02760	LELG_00210	DEHA2E20064g	PICST_61879	CANTEDRAFT_113053	---	PGUG_05072	CLUG_05411	B9J08_004243	---
orf19.3231	CAWG_01476	CD36_26240	CTRG1_00962	CTRG_00962	CPAR2_803170	CMET_4627	CORT1A03180	CORT0A03180	LELG_00172	DEHA2F20614g	PICST_63917	CANTEDRAFT_128016	SPAPADRAFT_59934	PGUG_00314	CLUG_03947	B9J08_005347	YBL084C
orf19.3230	CAWG_01477	CD36_26250	CTRG1_00963	CTRG_00963	CPAR2_803180	CMET_4628	CORT1A03190	CORT0A03190	LELG_00171	DEHA2F20592g	PICST_91506	CANTEDRAFT_137094	SPAPADRAFT_70602	PGUG_00313	CLUG_03948	B9J08_005346	YER114C
orf19.3229	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.3228	CAWG_01479	CD36_26270	CTRG1_00961	CTRG_00961	CPAR2_803160	CMET_4626	CORT1A03170	CORT0A03170	---	DEHA2F20636g	PICST_50995	CANTEDRAFT_110996	SPAPADRAFT_134252	PGUG_00315	CLUG_03946	B9J08_005348	YER113C
orf19.2495	CAWG_00845	CD36_05280	CTRG1_04806	CTRG_04806	CPAR2_109680	CMET_153	CORT1B10770	CORT0B10770	LELG_01464	DEHA2A07326g	PICST_38184	CANTEDRAFT_126740	SPAPADRAFT_144914	PGUG_02097	CLUG_00401	---	---
orf19.3227	CAWG_01480	CD36_26280	CTRG1_00956	CTRG_00959	CPAR2_803120	CMET_4622	CORT1A03120	CORT0A03120	LELG_00177	DEHA2C05500g	PICST_50569	CANTEDRAFT_125697	SPAPADRAFT_135440	PGUG_05307	CLUG_00435	B9J08_002464	---
orf19.3226	CAWG_01481	CD36_26290	CTRG1_00955	CTRG_00955	CPAR2_803110	CMET_4621	CORT1A03110	CORT0A03110	LELG_00178	DEHA2C05522g	PICST_50439	CANTEDRAFT_115597	SPAPADRAFT_59923	PGUG_05308	CLUG_00438	B9J08_002461	YDL046W
orf19.3225	CAWG_01482	CD36_26300	CTRG1_00958	CTRG_00958	CPAR2_803130	CMET_4623	CORT1A03130	CORT0A03130	LELG_00175	DEHA2F20702g	PICST_50925	CANTEDRAFT_132334	SPAPADRAFT_65626	PGUG_00317	CLUG_03944	B9J08_005351	YCR017C
orf19.3223.1	wo-1_CGOB_00065	CD36_26310	CTRG1_CGOB_00087	ctro_CGOB_00087	CPAR2_803140	CMET_4624	CORT1A03150	CORT0A03150	lelo_CGOB_00069	DEHA2F20680g	PICST_50217	cten_CGOB_00254	SPAPADRAFT_59932	cgui_CGOB_00075	clus_CGOB_00096	B9J08_005350	---
orf19.3223	CAWG_01483	CD36_26320	CTRG1_00957	CTRG_00957	CPAR2_803150	CMET_4625	CORT1A03160	CORT0A03160	LELG_00176	DEHA2F20658g	PICST_91482	CANTEDRAFT_96066	SPAPADRAFT_59933	PGUG_00316	CLUG_03945	B9J08_005349	YBR039W
orf19.3222	CAWG_01484	CD36_26330	CTRG1_00951	CTRG_00951	CPAR2_803100	CMET_4620	CORT1A03100	CORT0A03100	LELG_00179	DEHA2C05544g	PICST_85698	CANTEDRAFT_125700	SPAPADRAFT_54619	PGUG_05309	CLUG_00437	B9J08_002462	YGR125W
orf19.3221	CAWG_01485	CD36_26340	CTRG1_00953	CTRG_00953	CPAR2_803010	---	CORT1A03070	CORT0A03070	LELG_00181	DEHA2C05412g	PICST_50410	CANTEDRAFT_99203	SPAPADRAFT_54618	PGUG_05302	CLUG_00431	B9J08_002469	YJR109C
orf19.2517	CAWG_01486	CD36_26350	CTRG1_00952	CTRG_00952	CPAR2_802890	CMET_4603	CORT1A02940	CORT0A02940	---	DEHA2G00308g	PICST_63832	CANTEDRAFT_114238	SPAPADRAFT_70593	PGUG_05300	CLUG_05649	B9J08_000896	---
orf19.2518	CAWG_01487	CD36_26360	CTRG1_00950	CTRG_00950	CPAR2_802900	CMET_4604	CORT1A02950	CORT0A02950	LELG_00193	DEHA2C05368g	PICST_64082	CANTEDRAFT_113897	SPAPADRAFT_59920	PGUG_05299	CLUG_00430	B9J08_002470	YBL050W
orf19.2519	CAWG_01488	CD36_26370	CTRG1_00949	CTRG_00949	CPAR2_802910	CMET_4605	CORT1A02960	CORT0A02960	LELG_00192	DEHA2C05346g	PICST_64334	CANTEDRAFT_107535	SPAPADRAFT_59917	PGUG_05298	CLUG_00429	B9J08_002472	YJR112W
orf19.2494	CAWG_00844	CD36_05290	CTRG1_04807	CTRG_04807	CPAR2_107370	CMET_5425	CORT1B08570	CORT0B08570	LELG_01729	DEHA2D03982g	PICST_52015	CANTEDRAFT_130102	SPAPADRAFT_146458	PGUG_01566	CLUG_02431	B9J08_005082	YBL080C
orf19.2520	CAWG_01489	CD36_26380	CTRG1_00948	CTRG_00948	CPAR2_802920	CMET_4606	CORT1A02970	CORT0A02970	LELG_00191	DEHA2C05324g	PICST_64277	CANTEDRAFT_131552	SPAPADRAFT_49526	PGUG_05297	CLUG_00428	B9J08_002473	YDR337W
orf19.2521	CAWG_01490	CD36_26390	CTRG1_00947	CTRG_00947	---	---	---	---	---	DEHA2C05302g	PICST_68531	---	SPAPADRAFT_59916	---	---	---	---
orf19.2524	CAWG_01491	CD36_26400	CTRG1_00946	CTRG_00946	CPAR2_802930	CMET_4607	CORT1A02980	CORT0A02980	LELG_00190	DEHA2C16830g	PICST_64096	CANTEDRAFT_112570	SPAPADRAFT_59914	PGUG_03874	CLUG_04323	B9J08_000757	YOR232W
orf19.2525	CAWG_01492	CD36_26410	CTRG1_00945	CTRG_00945	CPAR2_802940	CMET_4608	CORT1A02990	CORT0A02990	LELG_00189	DEHA2C16852g	PICST_50442	CANTEDRAFT_112571	SPAPADRAFT_59913	PGUG_03876	---	---	YIL094C
orf19.2527	CAWG_01493	CD36_26420	CTRG1_00944	CTRG_00944	CPAR2_802950	CMET_4609	CORT1A03000	CORT0A03000	LELG_00188	DEHA2C16962g	PICST_91430	CANTEDRAFT_96821	SPAPADRAFT_70588	PGUG_03881	CLUG_04315	B9J08_000751	YNL035C
orf19.2528	CAWG_01494	CD36_26430	CTRG1_00943	CTRG_00943	CPAR2_802960	CMET_4610	CORT1A03010	CORT0A03010	LELG_00187	DEHA2C16984g	PICST_64595	CANTEDRAFT_92039	SPAPADRAFT_59912	PGUG_03882	CLUG_04314	B9J08_000750	YNL039W
orf19.2529	CAWG_01495	CD36_26440	CTRG1_00942	CTRG_00942	CPAR2_802970	---	CORT1A03020	CORT0A03020	LELG_00186	DEHA2C17006g	PICST_64550	CANTEDRAFT_112576	SPAPADRAFT_59910	PGUG_03883	CLUG_04313	B9J08_000749	YNL038W
orf19.2529.1	wo-1_CGOB_00011	cdub_CGOB_00035	CTRG1_CGOB_00068	ctro_CGOB_00068	---	---	---	---	---	---	---	---	spas_CGOB_00031	---	---	---	---
orf19.2530	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.2531	CAWG_01497	CD36_26450	CTRG1_00940	CTRG_00940	CPAR2_803090	CMET_4611	CORT1A03090	CORT0A03090	LELG_00185	DEHA2A07700g	PICST_68533	CANTEDRAFT_115146	---	PGUG_01667	CLUG_00286	B9J08_003500	YIL136W
orf19.2492	CAWG_00843	CD36_05300	CTRG1_04808	CTRG_04808	CPAR2_107380	CMET_5426	CORT1B08580	CORT0B08580	---	DEHA2D04004g	PICST_37890	CANTEDRAFT_104233	SPAPADRAFT_146456	PGUG_01567	CLUG_02432	B9J08_005083	YKL178C
orf19.2532	CAWG_01498	CD36_26460	CTRG1_00939	CTRG_00939	CPAR2_802990	CMET_4618	CORT1A03080	CORT0A03080	LELG_00184	DEHA2A07678g	PICST_50946	CANTEDRAFT_124686	SPAPADRAFT_59906	PGUG_01668	CLUG_00285	B9J08_003501	YER087W
orf19.2533.1	CAWG_01499	CD36_26470	CTRG1_CGOB_00098	ctro_CGOB_00098	CPAR2_803070	CMET_4617	CORT1A03030	CORT0A03030	lelo_CGOB_00051	DEHA2A07656g	PICST_64118	CANTEDRAFT_115149	SPAPADRAFT_59898	cgui_CGOB_00121	---	B9J08_003502	YER019C-A
