# File name: C_albicans_SC5314_C_auris_B8441_orthologs.txt
# Organism: Candida albicans SC5314
# Genome version: A22-s07-m01-r90
# Date created: Fri Aug 23 04:39:02 2019
# Created by: The Candida Genome Database (http://www.candidagenome.org/)
# Contact Email: candida-curator AT lists DOT stanford DOT edu
# Funding: NIDCR at US NIH, grant number 1-R01-DE015873-01
#
C2_09060C_A	ASN1	CAL0000188342	B9J08_002429		CAL0000216591
C2_00180C_A		CAL0000195364	B9J08_005520		CAL0000221995
C4_04030W_A	JEN2	CAL0000198669	B9J08_004204		CAL0000221997
CR_08610W_A		CAL0000193650	B9J08_004912		CAL0000221999
C2_02030W_A	ARO3	CAL0000176586	B9J08_002185		CAL0000219393
C3_04640W_A	ZCF31	CAL0000191055	B9J08_003752		CAL0000222035
C5_05150C_A		CAL0000179525	B9J08_003762		CAL0000222045
C2_04930C_A	CRK1	CAL0000191033	B9J08_000171		CAL0000222049
C7_01790C_A	RPL5	CAL0000178607	B9J08_005099		CAL0000222059
C6_00900C_A		CAL0000175761	B9J08_003438		CAL0000222065
CR_00420W_A		CAL0000199087	B9J08_000746		CAL0000222083
C5_01710C_A		CAL0000181011	B9J08_001459		CAL0000222097
C1_01550W_A	VPS17	CAL0000176868	B9J08_000529		CAL0000222109
CR_01710W_A		CAL0000189317	B9J08_001767		CAL0000222129
C1_08570C_A	PCL2	CAL0000186908	B9J08_000263		CAL0000219511
CR_04660C_A	UGP1	CAL0000175518	B9J08_001989		CAL0000219529
C2_08450W_A		CAL0000194784	B9J08_005066		CAL0000219543
C5_00920W_A		CAL0000196950	B9J08_002883		CAL0000219555
C1_07090C_A		CAL0000194430	B9J08_002284		CAL0000219569
C6_00300C_A	STV1	CAL0000189983	B9J08_001677		CAL0000219571
C3_04320W_A	VAM3	CAL0000197954	B9J08_005514		CAL0000222143
C6_01830W_A	CTA1	CAL0000196055	B9J08_005493		CAL0000222149
C1_10630C_A		CAL0000200457	B9J08_001357		CAL0000222153
C5_03070W_A	RPS5	CAL0000175293	B9J08_004067		CAL0000222191
CR_06140W_A		CAL0000181819	B9J08_000799		CAL0000222217
C4_04180C_A		CAL0000179539	B9J08_005204		CAL0000219625
C3_05000W_A	RDI1	CAL0000194894	B9J08_004464		CAL0000219627
C3_06200C_A	MMS21	CAL0000188305	B9J08_000741		CAL0000219633
C6_01060C_A	CAN2	CAL0000192410	B9J08_005360		CAL0000222259
C5_05320C_A	HIS1	CAL0000180598	B9J08_005247		CAL0000222305
CR_06430W_A		CAL0000177308	B9J08_003984		CAL0000219695
C1_04430C_A		CAL0000178260	B9J08_000027		CAL0000219727
C3_02720W_A		CAL0000180800	B9J08_002614		CAL0000219739
C5_04280C_A	GLN3	CAL0000189426	B9J08_004355		CAL0000219775
C1_05140W_A	BRG1	CAL0000196982	B9J08_002529		CAL0000219781
C2_08650W_A		CAL0000178426	B9J08_003888		CAL0000222421
CR_09470W_A	AXL1	CAL0000199211	B9J08_001658		CAL0000222445
C4_04140W_A		CAL0000193502	B9J08_004205		CAL0000219841
C3_04290C_A	SNF5	CAL0000195495	B9J08_005517		CAL0000219861
C2_09950W_A	FCY21	CAL0000195436	B9J08_002435		CAL0000219897
C1_09480W_A	PPT2	CAL0000183849	B9J08_005527		CAL0000222453
C1_14450C_A		CAL0000180447	B9J08_005446		CAL0000222505
C3_06470W_A	AAF1	CAL0000196141	B9J08_004831		CAL0000222525
C6_00620W_A	FCA1	CAL0000189710	B9J08_005397		CAL0000222553
C2_00810C_A		CAL0000181121	B9J08_003326		CAL0000219909
C7_00700W_A	CYB5	CAL0000192012	B9J08_004742		CAL0000219915
C4_04530C_A	PHR1	CAL0000177455	B9J08_000918		CAL0000219927
C5_01960C_A		CAL0000188515	B9J08_000419		CAL0000219931
C3_02290W_A		CAL0000174711	B9J08_002631		CAL0000219989
C2_01480W_A	SPT5	CAL0000192268	B9J08_003861		CAL0000220003
CR_08920W_A		CAL0000175310	B9J08_004656		CAL0000220011
C3_01770C_A		CAL0000201227	B9J08_001904		CAL0000222583
C3_03810W_A	RAD53	CAL0000193688	B9J08_003829		CAL0000222613
C2_06220C_A	MEC3	CAL0000188998	B9J08_003102		CAL0000220037
C1_11640C_A	DPP2	CAL0000185564	B9J08_005261		CAL0000220687
C5_02820C_A		CAL0000179829	B9J08_001670		CAL0000220701
CR_04200W_A	YDJ1	CAL0000196010	B9J08_005368		CAL0000220705
CR_09460C_A		CAL0000186954	B9J08_001659		CAL0000220707
C4_00330C_A		CAL0000181686	B9J08_004266		CAL0000220731
C1_01140C_A		CAL0000184544	B9J08_003404		CAL0000220733
C1_06400C_A		CAL0000199872	B9J08_000599		CAL0000220735
C4_05280W_A	USO1	CAL0000178278	B9J08_005219		CAL0000222683
C2_01150W_A	PEX12	CAL0000185265	B9J08_002821		CAL0000222705
C1_11520C_A	ZCF3	CAL0000196450	B9J08_001569		CAL0000222735
C1_13870W_A	MET3	CAL0000178072	B9J08_002351		CAL0000222755
C1_08220W_A	CCR4	CAL0000194050	B9J08_002888		CAL0000222757
C2_01700C_A	HAP42	CAL0000183233	B9J08_000152		CAL0000220775
C2_01590W_A	COX13	CAL0000194951	B9J08_000140		CAL0000221163
C3_04230W_A		CAL0000186259	B9J08_001716		CAL0000221175
C3_05380W_A		CAL0000179271	B9J08_005322		CAL0000221177
C1_13120C_A	MON2	CAL0000183345	B9J08_004151		CAL0000221193
C1_04480C_A	TUS1	CAL0000189010	B9J08_001734		CAL0000222791
C4_05110C_A	HAP41	CAL0000186447	B9J08_005579		CAL0000222801
C5_03860W_A	HAM1	CAL0000174774	B9J08_000670		CAL0000222811
C2_04540C_A	GDT1	CAL0000189844	B9J08_003716		CAL0000222813
C2_10820C_A		CAL0000194341	B9J08_001498		CAL0000222839
C2_07080C_A		CAL0000192507	B9J08_002799		CAL0000222843
C3_07820W_A		CAL0000174604	B9J08_005164		CAL0000221245
C2_09800C_A		CAL0000187480	B9J08_004465		CAL0000221277
C6_03170C_A	MDR1	CAL0000173998	B9J08_003981		CAL0000221279
CR_05970C_A		CAL0000200745	B9J08_000659		CAL0000221285
C6_03820C_A		CAL0000186032	B9J08_001123		CAL0000221299
C4_06830C_A	CCT6	CAL0000184109	B9J08_003771		CAL0000221307
C6_02650C_A		CAL0000174828	B9J08_002578		CAL0000222905
C3_02410C_A		CAL0000185484	B9J08_003143		CAL0000222923
C1_00640C_A	RPO41	CAL0000185076	B9J08_003242		CAL0000222927
C2_05800C_A		CAL0000192875	B9J08_000879		CAL0000222929
C4_02160C_A		CAL0000200423	B9J08_001404		CAL0000222949
C3_07490W_A		CAL0000187913	B9J08_003573		CAL0000226945
CR_10060W_A		CAL0000196177	B9J08_002758		CAL0000226969
C6_03600C_A		CAL0000191295	B9J08_001588		CAL0000226971
C3_04870W_A		CAL0000175108	B9J08_000372		CAL0000226983
C1_02900C_A		CAL0000199681	B9J08_003259		CAL0000226997
C1_12350W_A		CAL0000184500	B9J08_003915		CAL0000227017
C4_01370W_A	ILV6	CAL0000184099	B9J08_004459		CAL0000227045
CR_05920C_A	MHP1	CAL0000183059	B9J08_001443		CAL0000227047
C6_01390W_A	HOC1	CAL0000179200	B9J08_002374		CAL0000227115
C1_02100W_A		CAL0000177926	B9J08_004613		CAL0000227133
C3_04960W_A	RPL35	CAL0000191177	B9J08_002277		CAL0000227191
C1_09180W_A	LYS143	CAL0000182884	B9J08_001371		CAL0000227197
C2_09980W_A		CAL0000188220	B9J08_003810		CAL0000227243
C4_06090C_A		CAL0000188228	B9J08_003348		CAL0000227245
C1_14130W_A	FTR1	CAL0000185056	B9J08_002108		CAL0000227257
C6_03580W_A	CCZ1	CAL0000179558	B9J08_003897		CAL0000227309
CR_07270C_A	HGT16	CAL0000180854	B9J08_000582		CAL0000227349
CR_07680C_A		CAL0000189176	B9J08_000885		CAL0000227371
C2_06160W_A		CAL0000198199	B9J08_001223		CAL0000227375
C1_07630W_A		CAL0000183749	B9J08_005432		CAL0000227389
CR_02420W_A		CAL0000197728	B9J08_001133		CAL0000227391
C7_01600W_A		CAL0000194697	B9J08_004728		CAL0000227409
C1_09470C_A		CAL0000177270	B9J08_005526		CAL0000227415
C7_00860W_A	SSR1	CAL0000197579	B9J08_005265		CAL0000227425
C3_06360C_A	CYP5	CAL0000198409	B9J08_000648		CAL0000227427
C1_13070C_A	FAD3	CAL0000200872	B9J08_004149		CAL0000227435
C3_02870C_A		CAL0000182081	B9J08_004154		CAL0000227441
C7_02320W_A	SEC1	CAL0000174130	B9J08_002147		CAL0000227453
C6_03210C_A		CAL0000189174	B9J08_004800		CAL0000227465
C3_04260W_A		CAL0000194432	B9J08_003543		CAL0000227475
C4_01730C_A		CAL0000193892	B9J08_005238		CAL0000227479
C5_04440C_A	SFC1	CAL0000176032	B9J08_004365		CAL0000227481
C4_00400W_A	MNR2	CAL0000200038	B9J08_002836		CAL0000227523
C6_00560W_A		CAL0000193069	B9J08_004594		CAL0000227533
CR_05500C_A		CAL0000195695	B9J08_005104		CAL0000225903
CR_06160C_A	DAD3	CAL0000201809	B9J08_000801		CAL0000225929
C5_00200C_A	BDF1	CAL0000183583	B9J08_001303		CAL0000225933
C4_04250W_A		CAL0000193728	B9J08_000301		CAL0000225953
C4_05060W_A	CDL1	CAL0000201881	B9J08_004039		CAL0000225969
CR_07080W_A		CAL0000186684	B9J08_000475		CAL0000227563
C3_05530W_A	OST1	CAL0000177262	B9J08_002411		CAL0000227567
C4_01140C_A		CAL0000199336	B9J08_000129		CAL0000227599
CR_06910W_A	BUD5	CAL0000195920	B9J08_001703		CAL0000227607
C2_04210W_A	STE4	CAL0000180995	B9J08_000861		CAL0000227609
CR_10450C_A	SPT3	CAL0000183199	B9J08_000533		CAL0000227619
C7_03280C_A		CAL0000191424	B9J08_004261		CAL0000227641
CR_04600W_A		CAL0000195473	B9J08_004836		CAL0000217031
C1_08660C_A		CAL0000185007	B9J08_002913		CAL0000217051
CR_10650W_A	LTV1	CAL0000196926	B9J08_004117		CAL0000225999
C1_02290C_A		CAL0000191919	B9J08_000951		CAL0000226015
C4_06030W_A	CMD1	CAL0000192772	B9J08_002876		CAL0000226035
C4_04710W_A	GYP1	CAL0000181837	B9J08_004216		CAL0000226041
C4_04780W_A	PMT6	CAL0000189855	B9J08_002879		CAL0000226045
C4_05820W_A		CAL0000176168	B9J08_005170		CAL0000226057
C6_01980C_A		CAL0000201449	B9J08_000553		CAL0000227703
C5_03540C_A	RPS25B	CAL0000173943	B9J08_004699		CAL0000227727
C2_02000W_A		CAL0000177575	B9J08_002182		CAL0000227741
C4_03740W_A		CAL0000180832	B9J08_004716		CAL0000226091
C1_06340W_A		CAL0000179810	B9J08_000594		CAL0000226097
C1_09080C_A	PGA6	CAL0000190753	B9J08_001366		CAL0000226101
C4_01020C_A		CAL0000184628	B9J08_002665		CAL0000226123
C7_04130C_A	SUI3	CAL0000188940	B9J08_004921		CAL0000226135
C1_09520C_A		CAL0000181027	B9J08_005530		CAL0000226163
CR_09490W_A		CAL0000189420	B9J08_001655		CAL0000227781
C3_00210C_A		CAL0000178766	B9J08_005026		CAL0000227785
C3_06310C_A	ISW2	CAL0000192526	B9J08_000045		CAL0000227787
C5_02670W_A	BUR2	CAL0000186429	B9J08_004844		CAL0000227793
C4_02760C_A	CGR1	CAL0000196952	B9J08_002214		CAL0000227823
C2_07760W_A		CAL0000181552	B9J08_004019		CAL0000227843
C6_03720W_A	ALA1	CAL0000182169	B9J08_001122		CAL0000227863
C1_14140C_A	SET3	CAL0000175019	B9J08_003322		CAL0000227867
C4_04480C_A	EFB1	CAL0000176377	B9J08_000914		CAL0000227875
C5_01840C_A	TAC1	CAL0000189501	B9J08_004819		CAL0000226181
C3_05520C_A	DNM1	CAL0000174679	B9J08_002414		CAL0000226209
CR_04380C_A	SEC26	CAL0000198602	B9J08_004687		CAL0000226231
C2_01650W_A		CAL0000194048	B9J08_000146		CAL0000226237
C5_05070W_A		CAL0000198107	B9J08_004333		CAL0000226263
C3_06020W_A	MNN9	CAL0000179486	B9J08_001916		CAL0000227903
CR_03220C_A		CAL0000174445	B9J08_003496		CAL0000227911
C5_05200C_A		CAL0000179668	B9J08_003970		CAL0000227915
C1_02910C_A		CAL0000200723	B9J08_003258		CAL0000227919
C2_04660C_A	YAK1	CAL0000193813	B9J08_003132		CAL0000227947
C2_06110W_A		CAL0000180862	B9J08_001217		CAL0000226285
CR_10400W_A		CAL0000201001	B9J08_000538		CAL0000226299
CR_01100C_A		CAL0000183908	B9J08_002642		CAL0000226307
C1_07550W_A	SWD2	CAL0000198527	B9J08_003150		CAL0000226339
C1_11300C_A		CAL0000181927	B9J08_002293		CAL0000226341
C5_00790C_A		CAL0000196731	B9J08_005045		CAL0000226345
CR_08650C_A		CAL0000192495	B9J08_004908		CAL0000226353
C3_02950C_A	MET13	CAL0000177037	B9J08_000409		CAL0000226355
C2_04220C_A	TAF14	CAL0000175425	B9J08_000860		CAL0000226379
CR_07210W_A	ARC15	CAL0000189792	B9J08_000810		CAL0000227995
C4_02030W_A	RFX2	CAL0000192725	B9J08_005242		CAL0000228001
C5_04510W_A	GDE1	CAL0000191313	B9J08_004398		CAL0000228053
C7_01870W_A	MSK1	CAL0000184486	B9J08_004730		CAL0000228081
C3_06810W_A		CAL0000194665	B9J08_003411		CAL0000226409
C3_02260C_A		CAL0000185956	B9J08_002634		CAL0000226417
C5_04610W_A		CAL0000191406	B9J08_004386		CAL0000226439
CR_09200C_A	UGA33	CAL0000188958	B9J08_002170		CAL0000226441
C1_00960C_A	SET1	CAL0000198993	B9J08_005356		CAL0000226457
C2_01990C_A	FAB1	CAL0000182478	B9J08_002181		CAL0000226483
C7_00160C_A		CAL0000182219	B9J08_000894		CAL0000228097
C4_06160W_A		CAL0000201128	B9J08_000909		CAL0000226495
C5_02050W_A		CAL0000178632	B9J08_001943		CAL0000226523
C1_09170W_A	CTA8	CAL0000175059	B9J08_001120		CAL0000226535
C4_04980W_A		CAL0000190327	B9J08_005208		CAL0000226543
C2_00880W_A		CAL0000201942	B9J08_000350		CAL0000226567
C2_05590C_A		CAL0000176162	B9J08_001169		CAL0000226581
C4_02360W_A	AMS1	CAL0000179816	B9J08_001383		CAL0000226599
C3_05960W_A	ASE1	CAL0000187724	B9J08_002008		CAL0000226615
C7_00340C_A		CAL0000188950	B9J08_000839		CAL0000226657
C5_00830C_A	ERV46	CAL0000190073	B9J08_005047		CAL0000226659
C2_05830C_A		CAL0000201076	B9J08_003176		CAL0000226691
C2_03930C_A	SNF6	CAL0000178250	B9J08_000730		CAL0000226715
C2_06700W_A	AMO2	CAL0000179644	B9J08_001660		CAL0000226737
C3_01850W_A		CAL0000176126	B9J08_001744		CAL0000226801
CR_03430W_A		CAL0000183006	B9J08_002648		CAL0000226863
C3_05170W_A	WOR2	CAL0000177394	B9J08_002136		CAL0000226869
C3_04810C_A		CAL0000197338	B9J08_002422		CAL0000226897
C2_00580C_A	SMF3	CAL0000177268	B9J08_002199		CAL0000226909
C1_05810W_A	GIM5	CAL0000194812	B9J08_004569		CAL0000217075
C2_04550C_A	NDH51	CAL0000186277	B9J08_003122		CAL0000217111
C1_02040C_A		CAL0000181496	B9J08_000495		CAL0000217115
C1_14500C_A		CAL0000201548	B9J08_005443		CAL0000217151
C5_03360W_A	RPO26	CAL0000199338	B9J08_004073		CAL0000217215
C6_00910C_A		CAL0000184226	B9J08_001565		CAL0000217219
C2_00340C_A	ARO8	CAL0000187633	B9J08_001648		CAL0000220649
C4_02500C_A	ADR1	CAL0000189036	B9J08_002027		CAL0000220679
C1_11370C_A		CAL0000193596	B9J08_005252		CAL0000222907
C2_01170C_A		CAL0000193179	B9J08_003193		CAL0000223253
C6_03200W_A		CAL0000188068	B9J08_000407		CAL0000223257
C6_00680C_A		CAL0000186399	B9J08_001867		CAL0000223263
C2_00700W_A		CAL0000178083	B9J08_001286		CAL0000223275
C1_07810C_A		CAL0000201274	B9J08_001599		CAL0000223325
C4_06740C_A		CAL0000177382	B9J08_001800		CAL0000223345
CR_03070W_A	DOM34	CAL0000193423	B9J08_000353		CAL0000223359
C1_03070C_A	ORC1	CAL0000190220	B9J08_004954		CAL0000223369
C3_02770C_A		CAL0000177467	B9J08_005058		CAL0000223371
C1_00160C_A		CAL0000200313	B9J08_001276		CAL0000223405
C3_00560C_A	SOF1	CAL0000196031	B9J08_003821		CAL0000223431
C6_00400C_A		CAL0000179379	B9J08_000521		CAL0000223433
CR_09760W_A	MED21	CAL0000199089	B9J08_003691		CAL0000223443
C3_05880C_A		CAL0000199799	B9J08_002094		CAL0000223451
C4_03280W_A	MSN5	CAL0000176346	B9J08_001376		CAL0000223453
C2_06490W_A		CAL0000182135	B9J08_001795		CAL0000223455
C7_00880C_A		CAL0000190423	B9J08_003279		CAL0000223511
C2_05980C_A		CAL0000176423	B9J08_003185		CAL0000223513
C5_05190W_A	PCL5	CAL0000190091	B9J08_000029		CAL0000223559
CR_08870W_A	PEX13	CAL0000182663	B9J08_000848		CAL0000223573
CR_01010W_A	TEN1	CAL0000200714	B9J08_004302		CAL0000223619
C4_06510C_A	CSO99	CAL0000187108	B9J08_002226		CAL0000223635
C1_03020C_A	RPL13	CAL0000201310	B9J08_003249		CAL0000223649
C3_02360C_A		CAL0000199840	B9J08_002990		CAL0000223681
C7_02130W_A		CAL0000196364	B9J08_004681		CAL0000223703
CR_03000C_A		CAL0000195590	B9J08_000343		CAL0000223705
C5_00310C_A		CAL0000176010	B9J08_001306		CAL0000223739
C2_05330C_A		CAL0000193867	B9J08_005014		CAL0000223751
C2_01310W_A		CAL0000183027	B9J08_003848		CAL0000223775
CR_05480W_A		CAL0000191490	B9J08_005103		CAL0000223787
C1_12380C_A	WRS1	CAL0000182691	B9J08_003918		CAL0000220583
C1_05890W_A		CAL0000181700	B9J08_002540		CAL0000220513
C2_02730W_A		CAL0000194981	B9J08_003077		CAL0000220593
CR_00200W_A	PCK1	CAL0000178446	B9J08_002669		CAL0000220607
CR_01220W_A		CAL0000199600	B9J08_004243		CAL0000220811
CR_08300C_A		CAL0000194621	B9J08_000576		CAL0000224073
C2_10220C_A	PHO23	CAL0000188113	B9J08_003447		CAL0000224087
C1_11770C_A		CAL0000195404	B9J08_001239		CAL0000224101
C7_00600C_A		CAL0000200967	B9J08_001158		CAL0000224111
C5_05030C_A	RIM13	CAL0000195739	B9J08_004329		CAL0000224125
C1_02570C_A	PUT4	CAL0000183611	B9J08_003690		CAL0000224133
C6_03300C_A		CAL0000189602	B9J08_005270		CAL0000224153
C1_13990W_A	OCA6	CAL0000201277	B9J08_005454		CAL0000224159
C2_01300C_A	MNN24	CAL0000192056	B9J08_003847		CAL0000224165
C2_06250C_A	CDC46	CAL0000182764	B9J08_000087		CAL0000224217
C1_13560W_A		CAL0000187046	B9J08_004628		CAL0000224219
C5_00700C_A	SPE2	CAL0000185891	B9J08_000433		CAL0000224223
C1_13850C_A	DAL7	CAL0000193894	B9J08_002685		CAL0000224231
C6_00780W_A	SEC8	CAL0000180162	B9J08_001857		CAL0000224233
C4_06020C_A		CAL0000195725	B9J08_002875		CAL0000220833
C3_04800C_A		CAL0000184816	B9J08_001727		CAL0000220835
C3_05870C_A	UBP1	CAL0000188694	B9J08_002093		CAL0000220857
C2_05030C_A	RHO3	CAL0000184710	B9J08_005030		CAL0000224273
C6_02250W_A		CAL0000175215	B9J08_001923		CAL0000224277
C4_05080C_A		CAL0000198256	B9J08_005211		CAL0000224283
C5_02260C_A	PTH1	CAL0000196310	B9J08_004695		CAL0000224301
C3_05180W_A	RHB1	CAL0000173935	B9J08_002088		CAL0000224327
C2_00620C_A		CAL0000183455	B9J08_001316		CAL0000224347
C4_05210W_A		CAL0000175849	B9J08_005224		CAL0000224359
C2_00060C_A		CAL0000180180	B9J08_003907		CAL0000222493
C5_00270W_A	PGA14	CAL0000177457	B9J08_004530		CAL0000223763
C2_09770C_A	INP51	CAL0000198222	B9J08_000504		CAL0000224375
C7_03830C_A		CAL0000194343	B9J08_004723		CAL0000224385
C1_09620C_A		CAL0000192723	B9J08_004223		CAL0000224401
CR_08400C_A		CAL0000183829	B9J08_002605		CAL0000224417
C2_00350W_A		CAL0000193075	B9J08_002197		CAL0000224471
C3_02310W_A	MEP1	CAL0000198889	B9J08_002630		CAL0000223817
CR_02150W_A	MDL1	CAL0000191535	B9J08_002706		CAL0000223869
C3_06480C_A	ECM15	CAL0000197438	B9J08_004832		CAL0000223873
C2_03210W_A		CAL0000177001	B9J08_004599		CAL0000223913
C7_00240W_A		CAL0000191372	B9J08_002254		CAL0000223943
C4_00890W_A	ARO1	CAL0000177892	B9J08_002043		CAL0000223951
C3_00450C_A		CAL0000181892	B9J08_004006		CAL0000223955
C3_01430W_A		CAL0000186307	B9J08_000179		CAL0000223975
C4_03830W_A		CAL0000195334	B9J08_000312		CAL0000224013
C2_04790C_A		CAL0000183512	B9J08_002947		CAL0000224055
C5_02400W_A		CAL0000185458	B9J08_001944		CAL0000224065
C2_03400C_A	DFG16	CAL0000185716	B9J08_004279		CAL0000224455
C2_02860W_A	SUR2	CAL0000174192	B9J08_002536		CAL0000224503
C6_02930W_A		CAL0000183615	B9J08_002137		CAL0000224515
C1_02330C_A		CAL0000201086	B9J08_000955		CAL0000224555
C1_02880C_A	MIA40	CAL0000191454	B9J08_003261		CAL0000224559
C3_01470W_A	ARF3	CAL0000185619	B9J08_000187		CAL0000225425
CR_09730C_A	SSF1	CAL0000187750	B9J08_003687		CAL0000225477
C3_05470W_A	TEA1	CAL0000184514	B9J08_000902		CAL0000225483
C6_03950C_A		CAL0000185200	B9J08_003661		CAL0000225535
C5_01770C_A	OBPA	CAL0000179350	B9J08_001454		CAL0000225541
C2_07690W_A		CAL0000194164	B9J08_001127		CAL0000225637
C1_14320C_A		CAL0000196326	B9J08_002107		CAL0000225649
C1_08470W_A		CAL0000197776	B9J08_000271		CAL0000225665
C1_02950W_A		CAL0000191593	B9J08_003254		CAL0000225705
C3_02350W_A		CAL0000194501	B9J08_001163		CAL0000225745
C2_07300C_A	RPA12	CAL0000195650	B9J08_001134		CAL0000225751
C2_03920C_A	GPI13	CAL0000198195	B9J08_000731		CAL0000225797
C5_02030W_A	RPN8	CAL0000190180	B9J08_004705		CAL0000225799
C1_03240W_A		CAL0000192446	B9J08_000283		CAL0000225807
C2_03790C_A	ASR3	CAL0000191751	B9J08_005333		CAL0000225821
C2_04700C_A		CAL0000194786	B9J08_003135		CAL0000225823
C2_05320W_A	CDC7	CAL0000191207	B9J08_005013		CAL0000225843
C6_01380C_A		CAL0000182221	B9J08_002373		CAL0000225889
C4_06760W_A	GUT2	CAL0000181855	B9J08_001799		CAL0000216515
C1_08770W_A		CAL0000179983	B9J08_004778		CAL0000216607
C2_06880C_A	PRB1	CAL0000199552	B9J08_004552		CAL0000216527
CR_03250C_A		CAL0000185164	B9J08_003499		CAL0000216529
C7_03260C_A		CAL0000198382	B9J08_002713		CAL0000216531
C3_02920W_A		CAL0000186920	B9J08_001200		CAL0000216461
C3_06420C_A		CAL0000179869	B9J08_000048		CAL0000216539
C5_00940C_A	HAP5	CAL0000182721	B9J08_002881		CAL0000216073
C4_06860C_A		CAL0000191434	B9J08_003767		CAL0000216097
C1_05980W_A		CAL0000188838	B9J08_001829		CAL0000216559
C3_05940C_A		CAL0000179488	B9J08_004796		CAL0000216561
C2_01190C_A		CAL0000186912	B9J08_003194		CAL0000216411
CR_01970C_A	VMA4	CAL0000187034	B9J08_001005		CAL0000216733
C6_02340W_A	HRR25	CAL0000187651	B9J08_002235		CAL0000216901
C4_01430C_A		CAL0000194427	B9J08_003297		CAL0000216677
C1_03260W_A		CAL0000179482	B9J08_005258		CAL0000216905
C1_05430W_A	SPT20	CAL0000196043	B9J08_004516		CAL0000216923
CR_00830W_A		CAL0000181343	B9J08_001021		CAL0000216933
C1_02270C_A		CAL0000180860	B9J08_000949		CAL0000216945
CR_03040C_A	HGT18	CAL0000201340	B9J08_000347		CAL0000216757
CR_04220C_A		CAL0000180108	B9J08_005490		CAL0000216771
C5_02900W_A		CAL0000195809	B9J08_000815		CAL0000216719
CR_08110W_A		CAL0000180144	B9J08_000104		CAL0000216779
C2_10830W_A		CAL0000178230	B9J08_001500		CAL0000216981
C1_06080C_A	ARC35	CAL0000181673	B9J08_001823		CAL0000216993
C5_03580C_A	CAC2	CAL0000175920	B9J08_004693		CAL0000216693
C5_04030W_A		CAL0000179600	B9J08_003112		CAL0000216961
C1_05050C_A	RRP6	CAL0000183418	B9J08_003876		CAL0000218799
CR_10810C_A		CAL0000186904	B9J08_001253		CAL0000218749
C1_09730W_A	DAM1	CAL0000195338	B9J08_002743		CAL0000218771
C5_00640C_A	SAM51	CAL0000190799	B9J08_001446		CAL0000218801
C4_01900C_A	MDH1-1	CAL0000181799	B9J08_000764		CAL0000217925
C7_03200C_A		CAL0000189821	B9J08_000854		CAL0000218791
CR_04190W_A	SRV2	CAL0000183073	B9J08_005367		CAL0000218795
C6_04500C_A	TSM1	CAL0000192999	B9J08_001626		CAL0000217463
C1_00890W_A	GEM1	CAL0000185710	B9J08_003430		CAL0000217401
C7_02570C_A	RBP1	CAL0000188340	B9J08_001031		CAL0000217407
C5_00560W_A		CAL0000190288	B9J08_000437		CAL0000217323
C5_01970C_A	CDC24	CAL0000190069	B9J08_000417		CAL0000217325
C1_07460C_A	GPI8	CAL0000200776	B9J08_003157		CAL0000217497
C3_06900W_A	ISA2	CAL0000191195	B9J08_001229		CAL0000217277
C7_04230W_A	NRG1	CAL0000186831	B9J08_005429		CAL0000217279
CR_04550W_A	PRE6	CAL0000200321	B9J08_002568		CAL0000217353
C7_02050C_A	EXO70	CAL0000174683	B9J08_004869		CAL0000217433
C5_04690C_A		CAL0000194816	B9J08_004296		CAL0000217369
C1_01750W_A		CAL0000179216	B9J08_000796		CAL0000217441
C1_10680C_A		CAL0000196336	B9J08_005109		CAL0000217443
CR_03410W_A		CAL0000192404	B9J08_002650		CAL0000217455
C6_00730W_A		CAL0000176514	B9J08_001862		CAL0000217535
C4_07090C_A	TRP4	CAL0000182715	B9J08_003783		CAL0000217391
C1_06980C_A		CAL0000197504	B9J08_002585		CAL0000219827
CR_04350C_A		CAL0000177483	B9J08_005477		CAL0000220069
C1_04030W_A		CAL0000199979	B9J08_001999		CAL0000220083
C1_12220W_A	CDC6	CAL0000190984	B9J08_003937		CAL0000220141
C3_01820W_A		CAL0000185978	B9J08_002240		CAL0000217613
C3_03270W_A		CAL0000195675	B9J08_003997		CAL0000217617
C1_10870W_A	RPS17B	CAL0000195565	B9J08_000254		CAL0000217665
C3_04880W_A	PIN3	CAL0000194220	B9J08_004460		CAL0000217677
C6_02680W_A		CAL0000198891	B9J08_001078		CAL0000217685
C7_01190W_A		CAL0000181791	B9J08_000719		CAL0000220209
C4_06250C_A	SEC3	CAL0000191709	B9J08_000338		CAL0000220239
C2_06990W_A		CAL0000184454	B9J08_002334		CAL0000220279
C1_09490C_A	GUA1	CAL0000179678	B9J08_005528		CAL0000220285
C1_06230C_A	MDM34	CAL0000184363	B9J08_001815		CAL0000220291
C1_01350C_A	TIF	CAL0000186279	B9J08_000996		CAL0000220301
C2_00090W_A		CAL0000183289	B9J08_003904		CAL0000220333
C7_02800W_A	NIK1	CAL0000187540	B9J08_001959		CAL0000217843
CR_10780C_A	IAH1	CAL0000201019	B9J08_004126		CAL0000218241
C3_06000W_A	AHR1	CAL0000197462	B9J08_001918		CAL0000218505
C1_09150W_A	AOX2	CAL0000177372	B9J08_001930		CAL0000218725
C1_00310W_A		CAL0000201857	B9J08_002588		CAL0000220401
CR_10000C_A		CAL0000200979	B9J08_002752		CAL0000220411
C7_01300C_A	PSF1	CAL0000199213	B9J08_005462		CAL0000220431
